example_id,brand,customer_query,llm_predicted_intent,llm_confidence,llm_reasoning,rule_escalate,sentiment_score
amazonhelp_gold_0186,amazonhelp,@AmazonHelp No action taken till now it has been more than 20 days poor response,general_feedback_complaint,0.95,"The customer complains about a lack of action and poor response over a period of more than 20 days, indicating a general service dissatisfaction and escalation request. This aligns with the general grievance category.",True,-0.6486
amazonhelp_gold_0187,amazonhelp,@115850 what is the status of my order https://t.co/qwh5OzhXzS,order_tracking_delivery,0.95,"The customer is asking for the status of their order, which directly relates to order tracking and delivery inquiries.",False,0.0
amazonhelp_gold_0188,amazonhelp,@AmazonHelp There's no option to unlink? I cannot see Spotify settings? I cannot change the standard service to Spotify @SpotifyCares https://t.co/gAiRTly2Pw,digital_services_devices,0.95,"The user is trying to unlink Spotify from Amazon and cannot see Spotify settings, indicating a technical issue with a digital music service integration, which falls under the digital_services_devices intent.",False,-0.3736
amazonhelp_gold_0189,amazonhelp,"@AmazonHelp No everything is fine, I'm just.................eager",general_feedback_complaint,0.7,"The query does not mention any order, refund, Prime billing, account security, digital device issue, or third‑party seller question. It is a general statement with no specific request, so the only remaining category is general feedback/complaint.",True,-0.1027
amazonhelp_gold_0190,amazonhelp,@AmazonHelp i want to buy something for my wife but i dont want it to show up on the purchase history and i dont want her to get notifications. Is this possible?,general_feedback_complaint,0.6,"The user is requesting a feature (anonymous purchase) that does not fit any of the specific categories such as tracking, returns, billing, account security, devices, or seller inquiries. The closest match is a general feedback or feature request, which falls under the general_feedback_complaint intent.",True,-0.1321
amazonhelp_gold_0191,amazonhelp,"@AmazonHelp Any update on this feedback? Will this be built into your search? @amazonhelp, @115821",general_feedback_complaint,0.95,The user is asking about a feature request and whether it will be incorporated into Amazon's search. This falls under general feedback or complaint about service features.,True,0.0
amazonhelp_gold_0192,amazonhelp,"@AmazonHelp hello, not sure if this falls under your remit but the PSVR Black Friday bundle available on your site says it’s not available but you can order it and it will send when available. is there any way you can tell when it will be available?",seller_product_inquiry,0.95,"The customer is asking about the availability of a specific product bundle (PSVR Black Friday bundle) and wants to know when it will be available for shipping. This falls under inquiries about product stock and availability, which is covered by the seller_product_inquiry intent.",False,-0.1232
amazonhelp_gold_0193,amazonhelp,@AmazonHelp Yes it is really odd...and if u don't trust than Call each and every customer from this area ...they will telll u the truth ..,general_feedback_complaint,0.95,"The user expresses frustration and a general complaint about trust and service, which aligns with the general feedback and grievance category.",True,0.3178
amazonhelp_gold_0194,amazonhelp,@115850 I have not received cash back for my last transaction,refund_return_cancellation,0.95,"The customer states they have not received cash back for a transaction, which is a type of refund or credit issue. This falls under the refund and return category.",False,0.0
amazonhelp_gold_0195,amazonhelp,@AmazonHelp can’t download any news books from the kindle store!!! it keeps saying the application can’t open and to try again later.,digital_services_devices,0.95,"The user reports a problem downloading books from the Kindle store and receiving an error that the application cannot open, which is a technical issue related to Kindle devices or apps.",False,0.0
amazonhelp_gold_0196,amazonhelp,DON'T BUY REDMI4 AS MIC NT WORKS ON VID CALL POSITION @115821 @115850 @AmazonHelp @383183 @160663 @147135 @1404 https://t.co/QELcEDW1Xm,general_feedback_complaint,0.92,"The user is expressing a strong negative opinion about a product (Redmi4) and warning others not to buy it due to microphone issues during video calls. This is a general complaint about product quality, which aligns with the general_feedback_complaint intent. No other intent categories directly match the content.",True,0.0
amazonhelp_gold_0197,amazonhelp,@AmazonHelp I've followed the steps here https://t.co/YdXHkwzxQx it comes unstuck partway through step3 when it fails to register,digital_services_devices,0.92,"The user reports a technical problem during a registration process, indicating a device or service setup issue. This aligns with troubleshooting for Kindle, Fire TV, Echo, or other Amazon digital services.",False,-0.4215
amazonhelp_gold_0198,amazonhelp,@AmazonHelp Why are sending defective items to customers. And then not replacing it,refund_return_cancellation,0.95,"The customer complains about receiving defective items and that Amazon is not replacing them, which directly relates to returns, refunds, and replacement of damaged goods.",False,-0.4404
amazonhelp_gold_0199,amazonhelp,@AmazonHelp I agree. But I guys have mentioned IPhone 8 32 GB. It is not available in 32gb. It’s available in 64gb,seller_product_inquiry,0.95,"The customer is asking about the availability of a specific product (iPhone 8 32GB) and noting that only the 64GB variant is available. This falls under product stock and availability inquiries, which aligns with the seller_product_inquiry intent.",False,0.1901
amazonhelp_gold_0200,amazonhelp,@AmazonHelp now my autistic son is having a complete meltdown bc his movies have disappeared again 😡,digital_services_devices,0.95,"The customer reports that movies have disappeared, indicating a playback or content availability issue with Amazon’s digital media services (Prime Video). This falls under the digital_services_devices intent.",False,-0.2263
